AAPL,1549081348,1091476911400861698,0,0
AAPL,1549081377,1091477032817455105,-0.13181818181818183,0.6522727272727273
AAPL,1549081402,1091477134424657921,0,0.1
AAPL,1549081465,1091477401283031045,0.45,0.7000000000000001
AAPL,1549081489,1091477500260040704,0.23383838383838385,0.5702020202020202
AAPL,1549081493,1091477519553855488,0.13636363636363635,0.5
AAPL,1549081494,1091477523257528320,0,0
AAPL,1549081497,1091477532505866242,-0.09999999999999999,0.35000000000000003
AAPL,1549081501,1091477550440816640,0,0
AAPL,1549081518,1091477623866298369,0.13999999999999999,0.47833333333333333
AAPL,1549081547,1091477744091873288,0,0
AAPL,1549081561,1091477803256688646,0,0
AAPL,1549081575,1091477862962450433,0.016666666666666666,0.03333333333333333
AAPL,1549081594,1091477942834814982,0.6,0.9
AAPL,1549081595,1091477945443667970,0.4928571428571428,0.5678571428571428
AAPL,1549081598,1091477957741297669,0.4928571428571428,0.5678571428571428
AAPL,1549081628,1091478084765863936,0.1340909090909091,0.31363636363636366
AAPL,1549081630,1091478092701409281,-0.30000000000000004,0.2
AAPL,1549081651,1091478179288625152,0,0
AAPL,1549081671,1091478263464161280,-0.12124999999999998,0.6066666666666667
AAPL,1549081673,1091478270636261376,0.3,0.85
AAPL,1549081680,1091478301648928768,0,0
AAPL,1549081681,1091478308066336768,0.1,0.1
AAPL,1549081714,1091478442846154754,0.037500000000000006,0.2875
AAPL,1549081716,1091478454338576389,0.31097301136363636,0.4515151515151515
AAPL,1549081721,1091478473372299264,0,0
AAPL,1549081739,1091478548848828421,0.4140625,0.45
AAPL,1549081748,1091478588929568768,0,1
AAPL,1549081753,1091478608303017991,0,0
AAPL,1549081760,1091478637612658689,0.05555555555555555,0.15277777777777776
AAPL,1549081763,1091478651202347013,0,0
AAPL,1549081794,1091478781796278274,-0.3,0.3
AAPL,1549081806,1091478830139740160,0.06944444444444445,0.38055555555555554
AAPL,1549081838,1091478964110065664,0.8,0.7
AAPL,1549081839,1091478968828657665,0.35,0.575
AAPL,1549081843,1091478985131864064,0,0.3
AAPL,1549081847,1091479002752213003,0.04545454545454545,0.6181818181818182
AAPL,1549081850,1091479016652058624,-0.1,0.9
AAPL,1549081910,1091479264845676544,0,0
AAPL,1549081917,1091479293899747328,0.20833333333333334,0.4375
AAPL,1549081977,1091479549550878720,0.2777777777777778,0.35555555555555557
AAPL,1549081986,1091479587136176128,0,0
AAPL,1549082026,1091479751334789122,0.1875,0.375
AAPL,1549082027,1091479755717836800,0.6,1
AAPL,1549082071,1091479940116111360,-0.07500000000000001,0.7
AAPL,1549082090,1091480022148435973,0.13636363636363635,0.45454545454545453
AAPL,1549082181,1091480403221925893,0.01666666666666668,0.6666666666666666
AAPL,1549082182,1091480408447950848,0.31097301136363636,0.4515151515151515
AAPL,1549082216,1091480548248178688,0.2875,0.65
AAPL,1549082235,1091480628640399360,0.1340909090909091,0.31363636363636366
AAPL,1549082275,1091480798560083969,-0.0375,0.26944444444444443
AAPL,1549082280,1091480818713878528,0,0.5
AAPL,1549082296,1091480885491310592,0.5,1
AAPL,1549082297,1091480890285318144,0.08333333333333333,0.2916666666666667
AAPL,1549082300,1091480903824564224,0.425,0.825
AAPL,1549082372,1091481204438687744,0,0.5166666666666666
AAPL,1549082422,1091481415185776640,0.5,0.6
AAPL,1549082554,1091481969492279298,-0.0375,0.26944444444444443
AAPL,1549082554,1091481968687034368,0,0
AAPL,1549082572,1091482042905198592,-0.1395061728395062,0.2876543209876543
AAPL,1549082598,1091482152741494785,0.3,0.1
AAPL,1549082607,1091482189160689664,0,0
AAPL,1549082624,1091482259457273857,0.875,0.6000000000000001
AAPL,1549082638,1091482321604280320,0,0
AAPL,1549082656,1091482394559827968,0.1340909090909091,0.31363636363636366
AAPL,1549082703,1091482591952363525,0.875,0.6000000000000001
AAPL,1549082747,1091482775138390017,0.5333333333333333,0.5333333333333333
AAPL,1549082805,1091483018894680064,1,0.3
AAPL,1549082833,1091483137002024960,0.29875,0.595
AAPL,1549082896,1091483401691885569,0,0
AAPL,1549082934,1091483560828121093,0,0
AAPL,1549083002,1091483847076777984,-0.2,0.35
AAPL,1549083015,1091483902458249217,0.5,0.5
AAPL,1549083026,1091483948784353280,0,0
AAPL,1549083059,1091484083924930562,0.04545454545454545,0.6181818181818182
AAPL,1549083063,1091484104372244481,-0.41666666666666663,1
